round,cards_remaining,markov_normal.decision_time_ms,markov_normal.decisions,markov_normal.result,markov_normal.capital_change,markov_arriesgado.decision_time_ms,markov_arriesgado.decisions,markov_arriesgado.result,markov_arriesgado.capital_change,markov_umbral.decision_time_ms,markov_umbral.decisions,markov_umbral.result,markov_umbral.capital_change,markov_hibrido.decision_time_ms,markov_hibrido.decisions,markov_hibrido.result,markov_hibrido.capital_change,hilo.decision_time_ms,hilo.decisions,hilo.result,hilo.capital_change,aleatorio1.decision_time_ms,aleatorio1.decisions,aleatorio1.result,aleatorio1.capital_change,aleatorio2.decision_time_ms,aleatorio2.decisions,aleatorio2.result,aleatorio2.capital_change,randomforest.decision_time_ms,randomforest.decisions,randomforest.result,randomforest.capital_change,markov_politica.decision_time_ms,markov_politica.decisions,markov_politica.result,markov_politica.capital_change
155,104,60,2,-1,-5,8,1,-1,-3,1,1,-1,-3,18,3,1,14,0,1,0,0,0,2,0,0,0,1,-1,-10,114,3,-1,-5,19,2,0,0
156,74,298,2,-1,-5,56,1,-1,-5,5,3,-1,-10,2,1,-1,-5,0,1,-1,-30,0,1,-1,-10,0,2,-1,-8,36,1,-1,-5,96,1,-1,-286096
157,47,7,2,1,5,0,1,1,7,0,1,1,5,0,1,1,5,0,1,1,15,0,1,1,5,0,1,-1,-10,69,2,1,5,6,2,1,271146
158,22,8,1,-1,-3,22,2,-1,-5,4,1,-1,-10,4,1,0,0,0,2,0,0,0,1,-1,-3,0,1,0,0,25,1,0,0,14,1,-1,-280035
159,182,9,1,-1,-3,6,1,-1,-3,0,1,-1,-5,4,1,-1,-10,0,1,-1,-5,0,1,-1,-10,0,1,-1,-5,72,2,-1,-5,21,3,0,0
160,155,43,3,1,15,26,2,1,5,0,1,1,5,4,1,1,5,0,1,1,10,0,5,1,25,0,1,1,10,38,1,1,7,46,3,0,0
161,119,9,1,-1,-5,0,1,-1,-5,0,1,0,0,5,3,0,0,0,2,0,0,0,1,-1,-10,0,1,-1,-5,40,1,0,0,0,1,-1,-269447
162,92,1562,2,0,0,1590,2,0,0,3,1,-1,-5,2,1,-1,-5,0,3,-1,-5,0,1,-1,-3,0,1,-1,-10,48,1,-1,-5,1204,1,-1,-516200
163,63,487,3,1,5,681,3,1,15,10,3,1,5,6,1,1,5,0,1,1,7,0,1,-1,-3,0,1,1,5,85,2,1,5,36,1,1,226068
164,33,25,2,-1,-5,52,1,-1,-10,5,1,-1,-5,5,1,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-10,41,1,-1,-5,24,2,-1,-236147
165,182,5,1,-1,-5,32,2,-1,-5,0,1,-1,-3,4,1,0,0,0,3,-1,-5,0,2,-1,-5,0,1,-1,-5,116,3,-1,-5,44,2,-1,-224955
166,153,1163,2,-1,-5,363,1,0,0,3,1,-1,-5,5,1,0,0,0,1,-1,-5,0,1,-1,-5,0,2,-1,-5,34,1,-1,-5,188,1,0,0
167,128,0,1,1,7,18,3,1,5,1,1,-1,-5,17,4,1,5,0,2,-1,-5,0,1,1,5,0,1,1,5,93,2,1,5,12,1,-1,-106138
168,98,250,1,-1,-3,181,1,-1,-3,4,2,-1,-5,6,2,-1,-5,0,2,-1,-5,0,3,-1,-5,0,1,-1,-3,35,1,-1,-3,109,1,-1,-104087
169,71,13,2,-1,-5,15,2,-1,-5,2,1,-1,-5,0,1,0,0,0,2,0,0,0,1,-1,-5,0,1,-1,-3,77,2,-1,-5,27,2,-1,-203055
170,44,335,2,-1,-5,124,1,0,0,3,1,-1,-5,1,1,0,0,0,1,-1,-5,0,1,1,7,0,1,-1,-3,33,1,1,7,205,2,0,0
171,185,53,3,-1,-5,10,1,-1,-3,4,2,0,0,0,1,1,7,0,2,0,0,0,1,-1,-5,0,1,-1,-3,40,1,-1,-5,0,1,1,283569
172,160,105,1,-1,-5,44,1,-1,-5,16,3,-1,-5,9,1,-1,-10,0,1,-1,-5,0,1,-1,-3,0,1,-1,-3,67,2,-1,-5,59,1,-1,-200992
173,134,50,1,1,10,24,1,1,5,0,1,1,7,6,1,1,5,0,1,1,5,0,1,-1,-5,0,1,-1,-3,110,3,1,5,11,1,-1,-192651
174,108,1,1,-1,-5,39,1,-1,-5,1,1,-1,-5,7,1,-1,-10,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,145,3,-1,-10,42,1,-1,-195678
175,81,171,1,1,10,209,3,1,5,5,1,1,5,10,2,1,5,0,1,1,7,0,1,-1,-3,0,1,-1,-5,34,1,1,5,43,1,1,178984
176,55,92,1,-1,-5,138,1,-1,-10,5,1,0,0,4,1,-1,-10,0,1,0,0,0,1,-1,-10,0,1,-1,-5,33,1,-1,-5,62,1,0,0
177,30,69,1,1,5,70,1,1,5,5,1,1,10,4,1,1,5,0,1,1,5,0,2,1,5,0,1,1,5,22,1,1,5,70,1,1,181983
178,185,240,1,-1,-3,442,2,0,0,3,1,-1,-3,3,1,-1,-3,0,1,-1,-3,0,1,-1,-5,0,1,-1,-5,124,3,0,0,425,1,-1,-97395
179,162,275,1,-1,-3,0,1,-1,-3,6,1,-1,-3,8,1,0,0,0,2,-1,-5,0,1,0,0,0,1,-1,-10,90,2,0,0,0,1,0,0
180,138,1,1,-1,-5,0,1,0,0,8,1,-1,-5,10,2,-1,-5,0,1,-1,-5,0,1,-1,-10,0,1,-1,-5,45,1,-1,-3,562,3,-1,-191048
181,112,95,2,1,5,64,2,1,5,7,1,1,5,25,4,1,5,0,1,1,7,0,1,1,5,0,1,1,10,108,2,1,5,74,2,-1,-182861
182,82,39,2,0,0,82,2,-1,-5,0,1,1,7,2,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,2,-1,-5,45,1,-1,-5,19,1,0,0
183,55,47,1,-1,-10,49,2,0,0,2,1,-1,-5,7,1,0,0,0,5,-1,-10,0,1,-1,-5,0,1,0,0,39,1,0,0,7,1,0,0
184,26,31,2,0,0,23,1,0,0,4,1,-1,-5,1,1,-1,-5,0,1,0,0,0,2,0,0,0,1,1,7,50,1,0,0,106,3,-1,-169205
185,181,44,2,0,0,19,1,0,0,4,2,0,0,8,1,0,0,0,1,0,0,0,1,-1,-3,0,1,-1,-5,46,1,-1,-5,45,1,-1,-157011
186,155,125,1,-1,-3,205,1,-1,-3,2,1,-1,-3,2,1,0,0,0,1,-1,-3,0,1,-1,-5,0,1,-1,-5,166,3,0,0,373,1,-1,-75747
187,133,22,1,1,5,20,2,1,5,7,1,1,5,3,1,-1,-5,0,2,1,5,0,1,-1,-10,0,1,1,10,43,1,-1,-3,3,1,1,148678
188,107,50,1,-1,-10,68,4,-1,-5,7,1,-1,-10,4,1,-1,-5,0,1,0,0,0,1,-1,-3,0,1,-1,-5,48,1,-1,-5,25,1,-1,-154289
189,80,228,1,-1,-5,307,1,0,0,5,1,-1,-5,4,1,-1,-5,0,1,-1,-10,0,2,-1,-5,0,1,-1,-5,38,1,-1,-5,183,1,-1,-146202
190,55,95,1,1,5,105,1,1,10,0,1,1,7,6,1,1,10,0,1,1,10,0,1,1,5,0,1,-1,-5,105,3,1,5,61,1,1,133497
191,29,12,1,-1,-5,11,1,-1,-3,4,1,0,0,2,1,-1,-5,0,1,1,7,0,1,-1,-3,0,2,-1,-5,69,2,0,0,31,3,-1,-144375
192,180,1186,1,0,0,936,1,-1,-5,1,1,-1,-5,1,1,0,0,0,2,-1,-5,0,1,-1,-10,0,1,-1,-5,35,1,0,0,1313,1,0,0
193,156,0,1,0,0,1101,2,-1,-5,4,1,-1,-5,4,2,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-10,40,1,-1,-5,0,1,-1,-278846
194,128,0,1,1,7,249,1,-1,-5,3,1,-1,-5,3,1,-1,-5,0,1,0,0,0,1,-1,-10,0,1,-1,-10,109,3,-1,-5,751,2,-1,-121512
195,99,33,4,0,0,38,3,-1,-5,2,2,0,0,2,1,0,0,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,39,1,-1,-3,13,1,0,0
196,72,161,2,0,0,186,1,-1,-3,6,1,0,0,9,3,0,0,0,2,-1,-5,0,1,-1,-5,0,1,-1,-3,36,1,-1,-3,360,1,-1,-57470
197,47,71,3,-1,-5,10,2,-1,-5,2,2,-1,-5,0,1,-1,-5,0,1,-1,-20,0,1,-1,-3,0,1,-1,-5,77,2,-1,-5,3,1,-1,-109354
198,20,13,1,0,0,81,1,0,0,7,1,-1,-5,4,1,0,0,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,35,1,-1,-5,41,2,0,0
199,183,29,1,-1,-5,22,2,-1,-5,0,1,-1,-5,18,2,0,0,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,36,1,-1,-5,14,2,-1,-105391
200,157,48,1,0,0,15,1,0,0,4,1,0,0,1,1,-1,-5,0,2,-1,-5,0,1,1,7,0,1,-1,-5,31,1,0,0,50,1,-1,-203946
201,131,146,6,-1,-15,44,1,-1,-5,9,2,-1,-5,3,1,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-5,73,2,-1,-5,78,1,0,0
202,101,56,2,0,0,52,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,68,2,0,0,46,2,0,0
203,74,6,1,0,0,21,1,-1,-5,1,1,0,0,2,1,-1,-5,0,1,1,7,0,2,-1,-5,0,1,-1,-3,105,3,0,0,53,3,0,0
204,44,472,1,1,5,165,1,1,5,2,1,1,5,12,3,1,5,0,1,1,5,0,2,1,5,0,1,1,10,42,1,1,5,174,1,1,89350
205,19,636,1,1,10,634,2,1,5,20,1,1,10,2,1,1,5,0,3,1,15,0,3,1,2,0,1,1,5,38,1,1,7,541,1,1,184694
206,176,5,1,-1,-5,33,2,-1,-5,3,3,-1,-5,0,1,-1,-5,0,1,-1,-15,0,1,-1,-5,0,1,-1,-5,32,1,-1,-5,20,1,-1,-104033
207,150,11,1,-1,-5,66,4,-1,-5,0,1,0,0,5,1,0,0,0,1,1,22,0,1,-1,-10,0,1,-1,-10,37,1,1,7,34,1,0,0
208,125,97,1,1,5,45,1,1,5,1,1,1,5,6,3,1,5,0,1,1,5,0,1,1,5,0,1,1,5,34,1,1,7,67,1,1,95649
209,102,1310,2,-1,-5,1591,2,0,0,2,1,-1,-5,8,1,0,0,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,119,3,0,0,923,2,0,0
210,76,631,2,-1,-5,0,1,1,7,7,1,0,0,11,2,0,0,0,1,0,0,0,4,-1,-5,0,1,0,0,36,1,-1,-5,109,1,0,0
211,47,557,1,-1,-10,217,1,-1,-5,15,3,0,0,5,1,0,0,0,2,-1,-5,0,1,-1,-5,0,1,-1,-5,51,1,0,0,380,1,0,0
212,182,625,1,1,5,0,1,1,7,0,1,1,10,1,1,1,5,0,1,1,5,0,1,1,10,0,1,-1,-3,36,1,1,7,614,1,1,103403
213,157,0,1,1,5,254,1,1,10,10,2,1,5,3,1,1,5,0,1,1,5,0,1,1,5,0,3,1,10,107,3,1,15,0,1,1,107345
214,128,149,1,1,10,226,1,1,5,17,11,1,32,10,1,1,10,0,1,1,30,0,1,1,5,0,1,1,5,95,2,1,5,28,1,1,115856
215,94,619,2,-1,-5,329,1,-1,-5,3,1,-1,-5,4,1,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-3,39,1,0,0,393,1,-1,-119753
216,72,148,1,0,0,40,1,0,0,7,1,0,0,5,1,0,0,0,3,0,0,0,1,0,0,0,1,-1,-5,54,2,0,0,64,1,-1,-115395
217,46,135,1,1,5,213,1,1,10,3,1,1,5,3,1,1,5,0,1,1,35,0,2,1,5,0,3,1,2,35,1,1,5,37,1,1,215102
218,20,25,2,0,0,39,1,0,0,2,3,-1,-5,4,1,0,0,0,1,-1,-10,0,1,-1,-5,0,1,-1,-5,23,1,-1,-5,5,1,0,0
219,182,16,2,0,0,39,2,-1,-5,0,1,1,7,4,1,0,0,0,2,0,0,0,1,-1,-5,0,1,-1,-5,33,1,-1,-3,25,2,-1,-121327
220,156,170,1,0,0,254,1,-1,-3,0,1,1,7,11,2,-1,-5,0,1,1,7,0,1,0,0,0,1,-1,-5,72,2,0,0,756,3,-1,-112001
221,129,63,1,1,5,322,1,1,10,5,2,1,5,7,1,1,10,0,1,1,5,0,1,1,10,0,1,-1,-3,97,3,1,5,0,1,1,161883
222,102,5,1,1,5,23,1,1,5,2,2,1,5,0,1,1,5,0,2,1,5,0,1,1,10,0,1,1,5,36,1,1,5,2,1,1,115918
223,77,8,1,-1,-5,42,2,-1,-5,2,2,0,0,3,2,0,0,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,36,1,0,0,20,1,0,0
224,51,9,1,-1,-5,69,2,-1,-5,1,2,0,0,3,2,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-5,181,5,0,0,8,2,0,0
225,21,291,2,-1,-5,0,1,0,0,5,1,-1,-5,2,1,-1,-5,0,1,0,0,0,1,-1,-10,0,1,-1,-5,103,3,-1,-10,192,1,-1,-120843
226,181,13,2,-1,-5,18,2,-1,-5,6,1,0,0,5,1,0,0,0,2,-1,-5,0,1,0,0,0,1,-1,-10,37,1,-1,-5,24,2,-1,-110803
227,155,0,1,1,7,435,1,-1,-3,5,1,1,5,1,1,1,5,0,1,1,10,0,1,1,5,0,1,-1,-3,36,1,1,5,1030,2,-1,-108196
228,130,63,1,1,5,186,1,1,5,10,5,1,20,5,1,1,10,0,1,1,10,0,1,1,5,0,1,1,5,31,1,1,10,0,1,1,104366
229,100,430,1,-1,-3,448,1,0,0,10,3,-1,-5,5,1,0,0,0,2,0,0,0,1,-1,-5,0,1,-1,-5,68,2,0,0,278,2,0,0
230,73,17,2,-1,-5,3,1,-1,-5,2,3,-1,-5,1,1,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,71,2,0,0,11,1,0,0
231,48,65,1,-1,-5,0,1,1,7,1,1,0,0,9,1,0,0,0,1,-1,-5,0,1,-1,-5,0,2,-1,-3,32,1,-1,-5,87,1,-1,-107584
232,184,235,1,1,5,147,1,1,5,12,1,1,10,5,1,1,10,0,1,1,5,0,1,-1,-5,0,3,1,2,34,1,1,10,196,1,1,205480
233,155,8,1,-1,-3,5,1,0,0,0,1,0,0,1,1,0,0,0,2,-1,-5,0,1,0,0,0,1,-1,-3,37,1,-1,-3,11,2,-1,-117223
234,130,38,1,-1,-5,170,1,-1,-5,7,1,0,0,5,1,0,0,0,1,0,0,0,1,-1,-5,0,1,-1,-5,32,1,-1,-10,74,1,-1,-107947
235,104,46,4,0,0,30,2,-1,-5,0,1,0,0,0,1,0,0,0,1,-1,-3,0,1,-1,-5,0,2,-1,-3,132,4,0,0,54,3,0,0
236,71,98,3,0,0,93,1,-1,-10,1,1,0,0,8,2,0,0,0,1,-1,-10,0,2,-1,-5,0,2,-1,-5,34,1,0,0,41,1,0,0
237,43,11,2,-1,-5,18,2,0,0,0,1,-1,-5,5,1,0,0,0,1,-1,-5,0,1,-1,-10,0,1,-1,-10,37,1,0,0,6,1,-1,-51540
238,183,16,1,-1,-5,48,1,0,0,0,1,1,7,2,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-10,53,1,1,7,55,3,-1,-99925
239,156,80,1,1,5,259,1,1,10,5,1,1,10,14,2,1,5,0,1,1,10,0,2,1,5,0,1,-1,-3,32,1,1,7,131,1,1,95568
240,130,13,1,-1,-5,33,2,-1,-5,4,2,-1,-5,1,1,-1,-5,0,2,-1,-5,0,1,-1,-5,0,1,-1,-5,39,1,-1,-5,18,1,-1,-102493
241,102,17,2,0,0,60,3,0,0,3,2,0,0,0,1,-1,-5,0,2,-1,-5,0,2,0,0,0,1,-1,-3,43,1,-1,-3,31,3,0,0
242,72,399,3,0,0,122,1,-1,-5,1,1,-1,-5,6,3,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-10,132,4,-1,-10,246,1,-1,-96498
243,42,85,1,-1,-5,85,1,-1,-3,2,1,-1,-3,11,2,0,0,0,2,-1,-5,0,1,0,0,0,2,-1,-5,34,1,-1,-5,272,1,-1,-43987
244,184,32,2,-1,-5,6,1,-1,-3,0,1,-1,-3,0,1,-1,-5,0,1,1,7,0,1,-1,-5,0,2,-1,-5,36,1,0,0,6,1,-1,-85182
245,162,51,1,1,5,45,1,1,5,1,1,-1,-5,1,1,1,5,0,1,1,5,0,1,-1,-3,0,1,-1,-3,34,1,1,5,62,1,1,78569
246,140,6,1,-1,-3,7,1,-1,-3,4,3,1,5,4,1,1,5,0,2,1,5,0,1,1,10,0,1,1,5,36,1,1,5,42,3,1,87025
247,113,108,3,-1,-5,55,1,0,0,21,4,0,0,1,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,2,-1,-5,34,1,-1,-10,37,2,-1,-91757
248,85,46,1,-1,-5,99,3,1,10,2,1,-1,-5,6,1,1,10,0,1,1,10,0,1,-1,-3,0,1,1,10,55,2,-1,-5,16,1,1,84298
249,56,35,1,0,0,14,1,-1,-3,0,1,-1,-3,9,2,-1,-5,0,1,-1,-10,0,2,-1,-5,0,1,1,7,33,1,-1,-5,17,1,-1,-90452
250,31,5,1,-1,-5,3,1,0,0,6,2,0,0,3,2,-1,-5,0,1,-1,-5,0,2,-1,-5,0,1,-1,-5,68,2,-1,-5,3,1,0,0
251,184,0,1,1,7,47,4,-1,-5,1,1,-1,-5,2,1,-1,-5,0,1,-1,-5,0,1,0,0,0,1,-1,-5,35,1,0,0,8,1,0,0
252,155,7,1,-1,-3,18,1,-1,-3,9,2,-1,-5,18,3,1,5,0,1,1,5,0,1,-1,-10,0,1,-1,-10,89,3,1,5,25,2,1,85234
253,125,719,1,-1,-5,730,1,-1,-5,0,1,1,7,4,1,-1,-5,0,2,0,0,0,1,-1,-3,0,1,-1,-3,36,1,-1,-5,547,1,-1,-89003
254,101,429,2,-1,-5,223,1,-1,-3,5,1,-1,-5,4,1,-1,-3,0,3,-1,-30,0,1,0,0,0,1,-1,-3,33,1,-1,-5,190,1,-1,-41619
255,77,190,1,0,0,186,1,0,0,5,1,-1,-10,5,1,0,0,0,1,-1,-25,0,2,-1,-5,0,1,-1,-5,32,1,-1,-5,322,1,-1,-81601
256,53,34,2,1,5,37,2,1,5,6,2,1,5,0,1,1,7,0,1,-1,-3,0,1,-1,-3,0,1,1,10,33,1,1,5,16,1,-1,-38437
257,28,382,2,0,0,163,1,-1,-3,10,2,-1,-5,10,2,-1,-5,0,3,0,0,0,1,-1,-5,0,1,-1,-5,69,2,0,0,0,1,1,107994
258,182,34,3,1,10,39,2,1,5,2,1,-1,-5,1,1,-1,-5,0,1,1,10,0,1,-1,-5,0,1,1,5,96,3,1,5,10,1,1,82926
259,153,0,1,1,7,366,1,1,5,4,1,1,10,4,2,1,5,0,1,1,10,0,1,-1,-10,0,1,-1,-3,34,1,1,10,382,1,1,86558
260,126,5,1,-1,-5,13,1,-1,-3,4,1,-1,-10,12,2,0,0,0,1,-1,-5,0,2,0,0,0,1,-1,-5,70,2,-1,-5,5,1,-1,-92460
261,101,184,1,1,5,237,1,1,5,5,1,1,5,3,1,1,5,0,1,1,5,0,1,1,5,0,2,1,5,31,1,1,5,311,2,1,85078
262,77,43,3,-1,-5,40,2,-1,-5,3,2,-1,-5,3,2,-1,-5,0,1,-1,-15,0,1,-1,-3,0,1,-1,-5,34,1,-1,-3,19,2,0,0
263,51,46,1,0,0,94,1,-1,-10,6,13,-1,-18,15,3,0,0,0,1,-1,-5,0,1,-1,-5,0,2,0,0,33,1,-1,-5,21,1,0,0
264,171,329,2,1,5,330,2,-1,-5,1,1,1,5,9,2,1,5,0,1,-1,-5,0,1,-1,-10,0,1,1,10,32,1,-1,-3,369,1,1,88718
265,141,226,1,1,5,222,1,1,5,9,1,1,10,2,1,1,5,0,1,1,80,0,1,-1,-10,0,1,-1,-10,63,2,1,5,78,1,1,93802
266,114,16,1,1,5,64,1,1,5,0,1,1,5,5,1,1,5,0,1,-1,-55,0,1,1,5,0,1,1,5,53,2,1,5,124,3,1,97985
267,88,7,1,-1,-5,17,2,-1,-5,4,1,0,0,1,1,-1,-5,0,1,-1,-55,0,1,-1,-5,0,1,-1,-3,62,2,-1,-5,0,1,1,159759
268,65,18,1,-1,-5,117,3,-1,-5,0,1,0,0,0,1,-1,-5,0,1,0,0,0,3,0,0,0,1,-1,-5,32,1,-1,-5,51,2,-1,-113645
269,38,52,4,0,0,9,3,0,0,1,1,0,0,10,7,1,7,0,2,0,0,0,1,-1,-10,0,1,-1,-5,34,1,-1,-10,0,2,-1,-109744
270,0,105,4,0,0,66,2,-1,-5,0,1,-1,-5,6,1,0,0,0,1,-1,-3,0,1,0,0,0,1,-1,-5,36,1,0,0,0,1,1,154236
271,181,124,4,0,0,52,1,0,0,3,2,0,0,2,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-3,34,1,0,0,86,1,0,0
272,155,22,1,1,5,21,1,1,5,1,1,1,5,4,2,1,5,0,1,1,5,0,1,1,5,0,1,-1,-3,70,2,1,5,190,3,1,323850
273,129,215,1,-1,-3,83,1,-1,-5,0,1,0,0,1,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,34,1,0,0,256,2,-1,-128934
274,108,474,2,-1,-5,0,1,1,7,1,1,-1,-5,7,3,0,0,0,4,-1,-10,0,2,-1,-5,0,1,-1,-5,66,2,-1,-5,0,1,1,188644
275,77,66,3,-1,-5,13,1,-1,-5,0,1,0,0,4,1,-1,-5,0,1,-1,-5,0,2,-1,-5,0,1,-1,-10,34,1,-1,-10,61,2,-1,-136906
276,49,41,1,-1,-10,31,1,0,0,2,1,-1,-5,4,1,-1,-10,0,1,-1,-5,0,2,-1,-5,0,2,0,0,66,2,-1,-5,0,1,1,197727
277,21,11,1,-1,-3,12,1,-1,-5,5,1,0,0,15,3,0,0,0,1,1,7,0,2,0,0,0,1,0,0,66,2,-1,-5,21,2,-1,-133866
278,181,67,1,1,5,20,1,1,5,4,1,1,10,2,1,1,5,0,1,1,7,0,1,1,5,0,1,-1,-10,32,1,1,5,87,2,1,127935
279,157,77,1,-1,-5,115,1,-1,-10,4,1,-1,-10,3,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-10,33,1,0,0,75,1,-1,-138432
280,131,330,1,-1,-5,322,1,-1,-5,8,2,-1,-5,5,1,0,0,0,1,0,0,0,1,-1,-3,0,2,-1,-5,36,1,-1,-5,110,1,0,0
281,107,53,2,0,0,128,2,0,0,4,1,0,0,1,1,0,0,0,2,-1,-5,0,1,-1,-3,0,1,-1,-10,88,3,0,0,38,1,0,0
282,79,80,1,1,5,119,1,1,10,4,1,1,10,8,1,1,10,0,1,1,37,0,1,-1,-3,0,1,1,5,34,1,1,5,78,1,1,126598
283,55,38,2,1,5,39,1,-1,-5,4,1,1,5,2,1,1,5,0,2,1,35,0,1,-1,-5,0,1,1,5,64,2,1,5,17,1,1,138007
284,27,248,1,-1,-3,246,1,-1,-3,5,3,-1,-5,5,2,-1,-5,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,35,1,-1,-5,0,1,0,0
285,184,738,1,-1,-5,557,1,-1,-5,4,1,-1,-10,6,2,-1,-5,0,1,-1,-5,0,1,-1,-3,0,2,-1,-5,32,1,-1,-5,1448,5,-1,-414114
286,155,484,2,0,0,569,1,-1,-3,4,1,-1,-3,2,1,-1,-3,0,2,0,0,0,1,-1,-3,0,1,-1,-5,34,1,0,0,0,1,1,177309
287,133,88,1,1,5,66,1,1,5,0,1,1,5,2,1,1,5,0,1,1,5,0,1,1,5,0,1,1,5,23,1,1,5,89,1,1,128547
288,112,212,1,1,5,265,2,1,5,1,1,1,5,4,2,1,5,0,1,1,5,0,1,1,10,0,1,1,7,33,1,1,5,186,1,1,132798
289,87,0,1,1,7,97,1,-1,-10,5,1,0,0,1,1,-1,-5,0,7,-1,-20,0,1,0,0,0,1,-1,-3,34,1,-1,-5,6,1,-1,-141985
290,55,74,3,-1,-5,4,1,0,0,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,33,1,-1,-5,29,2,-1,-132184
291,28,538,1,-1,-5,1098,8,-1,-10,1,1,-1,-5,6,1,-1,-10,0,1,-1,-5,0,1,-1,-3,0,1,-1,-5,32,1,0,0,182,1,0,0
292,176,6,1,-1,-3,8,1,-1,-3,6,2,-1,-5,2,2,-1,-5,0,1,-1,-5,0,1,-1,-5,0,2,-1,-5,98,3,0,0,13,1,0,0
293,150,23,3,1,5,17,2,-1,-5,3,4,1,5,0,1,1,7,0,1,1,5,0,1,1,10,0,2,1,5,36,1,-1,-3,0,1,1,196582
294,120,100,3,0,0,15,1,0,0,2,1,-1,-5,4,1,0,0,0,1,-1,-50,0,1,-1,-3,0,1,-1,-5,32,1,-1,-5,43,1,-1,-139493
295,94,873,1,0,0,698,1,-1,-5,2,1,-1,-5,4,1,-1,-5,0,1,0,0,0,1,-1,-5,0,1,-1,-3,33,1,-1,-5,1033,1,0,0
296,71,23,1,-1,-5,28,1,0,0,2,2,-1,-5,0,1,1,7,0,1,-1,-80,0,1,-1,-5,0,1,-1,-3,36,1,1,7,11,1,-1,-132264
297,47,0,1,1,7,8,1,-1,-3,1,1,-1,-5,6,1,-1,-10,0,1,1,67,0,1,-1,-5,0,2,-1,-5,36,1,0,0,3,1,0,0
298,23,546,1,1,10,614,1,1,5,1,1,1,5,2,1,1,5,0,1,1,5,0,1,-1,-10,0,2,1,5,34,1,1,10,373,1,1,123327
299,183,187,2,-1,-5,178,1,-1,-5,0,1,-1,-5,4,1,-1,-5,0,3,-1,-10,0,1,-1,-3,0,1,-1,-10,31,1,-1,-5,188,1,-1,-132332
300,154,110,2,0,0,59,1,-1,-10,6,1,-1,-10,2,2,0,0,0,2,-1,-5,0,1,-1,-3,0,1,-1,-10,33,1,-1,-5,39,1,0,0
301,125,1208,1,1,10,741,1,1,5,17,3,1,5,2,1,1,5,0,1,1,15,0,2,1,5,0,1,-1,-10,36,1,1,7,825,1,1,123140
302,99,65,1,1,5,378,1,1,10,6,1,1,10,9,3,1,10,0,1,1,20,0,1,-1,-10,0,1,-1,-3,100,3,1,5,172,1,1,129861
303,71,287,1,-1,-3,368,2,0,0,7,2,0,0,4,1,-1,-3,0,1,-1,-60,0,1,-1,-5,0,1,0,0,31,1,-1,-3,536,1,0,0
304,45,24,1,-1,-3,25,2,-1,-5,6,1,-1,-3,5,1,0,0,0,1,-1,-35,0,1,-1,-10,0,2,0,0,33,1,1,7,2,1,0,0
305,21,86,1,-1,-5,347,1,-1,-3,12,3,-1,-5,1,1,-1,-5,0,2,-1,-5,0,2,-1,-8,0,1,-1,-3,66,2,-1,-5,274,1,-1,-68526
306,179,10,2,0,0,10,2,0,0,0,1,0,0,1,1,-1,-5,0,1,-1,-5,0,1,-1,-5,0,1,-1,-5,33,1,-1,-5,31,5,0,0
307,152,106,3,1,5,244,7,1,34,1,1,1,5,3,1,1,5,0,1,1,45,0,1,-1,-3,0,1,-1,-5,34,1,1,5,150,1,1,266274
308,119,37,2,0,0,18,2,0,0,7,1,-1,-10,3,1,-1,-5,0,3,0,0,0,1,0,0,0,1,-1,-10,64,2,0,0,30,1,-1,-144946
309,90,86,2,0,0,25,1,0,0,6,1,0,0,4,2,0,0,0,1,-1,-30,0,1,0,0,0,1,-1,-3,31,1,0,0,0,1,1,209971
310,65,16,2,0,0,17,2,-1,-5,1,1,-1,-3,4,1,-1,-10,0,1,-1,-20,0,1,-1,-10,0,1,-1,-3,70,2,0,0,5,1,-1,-76691
311,40,189,1,-1,-5,124,1,-1,-5,3,1,-1,-5,7,1,-1,-10,0,2,-1,-5,0,1,-1,-3,0,1,-1,-5,32,1,-1,-5,122,1,0,0
